Product Name,Price,Original Prices,Discount rates,brand
Miss & Chief Bed Protector Sheet- Waterproof & Reusable,284,499,43% off,Miss
Philips Avent Classic+ Variable Flow Nipple,275,NaN,Nan,Philips
Huggies Ultra Soft - S,"1,899","2,499",24% off,Huggies
Pigeon BABY NOURISHING WASH - 200 ml,179,195,8% off,Pigeon
Huggies Dry - M,357,425,16% off,Huggies
Baby Banana ME888 Teether,199,399,50% off,Baby
Brandonn Solid Single Hooded Baby Blanket,495,"1,199",58% off,Brandonn
Himalaya Soothing Baby Wipes 12 (Pack of 6) 72 Wipes,265,270,1% off,Himalaya
Pampers Baby-Dry Diapers - M,299,NaN,Nan,Pampers
Flipkart SmartBuy Toothpaste Dispenser with Toothbrush ...,145,490,70% off,Flipkart
My New Born Cartoon Crib Hooded Baby Blanket,419,"1,800",76% off,My
LuvLap Birdie Sipper 260ml,259,485,46% off,LuvLap
MamyPoko Pants Pants Extra Absorb Diapers - New Born,657,699,6% off,MamyPoko Pants
Pampers Baby-Dry Pants Diaper - New Born,891,"1,049",15% off,Pampers
"Philips Avent Ultra Air Pacifier for Boy, 0-6 Months 2 ...",364,405,10% off,Philips
Shopper52 Shopper52 Wall Mounted with Cover Bathroom St...,179,"1,000",82% off,Shopper52
"MamyPoko Pants EXTRA ABSORB BABY DIAPER PANTS, SIZE XXXL, FOR...","1,196",NaN,Nan,MamyPoko Pants
"LuvLap Clever Frog Sipper, Soft silicone spout, Anti-sp...",200,295,32% off,LuvLap
Lifekrafts Child Baby Safety Lock Cupboard Cabinet Door...,447,999,55% off,Lifekrafts
"Mamaearth Complete Baby Care Kit with Baby Lotion, Sham...",979,"1,195",18% off,Mamaearth
BELLA BABY HAPPY DIAPERS - New Born,828,920,10% off,BELLA
"LuvLap Baby Moisturising Wipes with Aloe Vera, 72 wipes...",94,99,5% off,LuvLap
Eazy Trendz Girls Midi/Knee Length Casual Dress,349,799,56% off,Eazy Trendz
Pampers Active Baby Diapers - New Born,972,999,2% off,Pampers
Fisher-Price ultracare silicone food nibbler Soother,211,249,15% off,Fisher-Price
Orange and Orchid Girls Midi/Knee Length Party Dress,399,999,60% off,Orange
LuvLap Printed Crib AC Blanket,304,599,49% off,LuvLap
BLUESKY ENTERPRISE TOOTHPASTE-BRUSH-DISPENCER Plastic T...,116,594,80% off,BLUESKY
"Bambo Nature Size 1, 2-4 kg, XS Size, 22 Count, for New...",799,NaN,Nan,Bambo
Pampers Baby-Dry Pants Diaper - S,934,"1,099",15% off,Pampers
Huggies Dry pants- Small - S,752,940,20% off,Huggies
Huggies Dry pants- XL - XL,97,99,2% off,Huggies
BELLA BABY HAPPY DIAPERS - New Born,629,699,10% off,BELLA
Pampers Baby-Dry Pants Diaper - M,618,699,11% off,Pampers
The Moms Co. Natural Baby Hair Oil (200 ml) Hair Oil,470,495,5% off,The  Moms Co.
Pampers Premium Care Pants - XL,664,699,5% off,Pampers
Mothercare All We Know Baby Bath Milk - K3604,339,379,10% off,Mothercare
Kifayati Bazar Girls Casual Dress Panty,399,"1,199",66% off,Kifayati
TONY STARK Baby Proofing Edge & Corner Guards | Extra L...,469,599,21% off,TONY
Pampers Pants Diapers Monthly Box Pack New - M,"1,679","2,099",20% off,Pampers
Sebamed Baby Childern's Shampoo Baby Boys & Baby Girls,427,NaN,Nan,Sebamed
Fareto Baby Mosquito Net Bed(0-6 Months) (Pink) print c...,329,999,67% off,Fareto
Himalaya New Baby Powder,179,200,10% off,Himalaya
Pampers Baby-Dry Pants Diaper - M,873,"1,049",16% off,Pampers
"Bambo Nature Size 5, 12-18 kg, Pants Style, XL, 19 Coun...",849,NaN,Nan,Bambo
Mee&Mommy MANICURE-KIT,179,699,74% off,Mee&Mommy
Pampers Baby Dry Size-XXL(15-25 Kg) 28+28 Diaper Pants ...,"1,398",NaN,Nan,Pampers
Himalaya GENTLE BABY WIPES 48 WIPES (PACK OF 3),429,NaN,Nan,Himalaya
"Bambo Nature Size 6, 18+ kg, Pants Style, XXL Size, 18 ...",849,NaN,Nan,Bambo
Pampers Baby-Dry Pants Diaper - L,891,"1,099",18% off,Pampers
Philips Avent Toddler Spout Cup With Twin Handle,509,595,14% off,Philips
Origami Wet Wipes Assorted Fragrance,398,400,Nan,Origami
Little Kids Musical Activity Walker,"2,699","3,599",25% off,Little
Pampers Baby-Dry Pants Diaper - New Born,891,"1,049",15% off,Pampers
Manzon Track Pant For Boys & Girls,274,"1,099",75% off,Manzon
topsale Chu Chu Bath Toys for Baby Non-Toxic Toddler Se...,299,599,50% off,topsale
SHOPINGZ NOW Velvet Bedding Set,284,"1,499",81% off,SHOPINGZ
SEASPIRIT Automatic Toothpaste Dispenser With 5 Toothbr...,198,299,33% off,SEASPIRIT
First Trend Silicone Baby fruit Feeder Feeder,125,299,58% off,First Trend
"Mamaearth Complete Baby Care Kit with Baby Lotion, Sham...",979,"1,195",18% off,Mamaearth
"Dignity Poochie 100% Biodegradable Baby Wipes, 150 x 20...",733,"1,296",43% off,Dignity
BELLA COTTON COSMETIC BALLS COLOURED,127,129,1% off,BELLA
Philips Avent Anti Colic - 520 ml,610,NaN,Nan,Philips
Pampers Active Baby Diapers - New Born,972,999,2% off,Pampers
My New Born Cartoon Single Hooded Baby Blanket,499,"2,500",80% off,My
Bey Bee : Paraben Free 98% Water Based Baby Wipes For N...,199,318,37% off,Bey Bee
"MeeMee Anti-Bacterial Baby Liquid Cleanser for Fruits, ...",679,799,15% off,MeeMee
Nestle Nestum Rice Vegetables Cereal,157,NaN,Nan,Nestle
Bey Bee Cotton Baby Bed Protecting Mat,499,678,26% off,Bey Bee
Pampers Baby-Dry Pants Diaper - S,934,"1,099",15% off,Pampers
Baby Dove Rich Moisture Massage Oil,174,199,12% off,Baby
Mamaearth Easy Tummy Roll On for Digestion and Colic Re...,224,249,10% off,Mamaearth
Nestle Nan Excella Pro Follow-up Formula Powder (Stage ...,720,NaN,Nan,Nestle
Pampers Baby-Dry Pants Diaper - M,618,699,11% off,Pampers
Philips Avent Classic+ Variable Flow Nipple,275,NaN,Nan,Philips
Icable Dungaree For Boys Applique Cotton Blend,439,799,45% off,Icable
MeeMee Anti-Bacterial Baby Liquid Cleanser (1.2L) Liqui...,551,649,15% off,MeeMee
Miss & Chief Polycotton Bedding Set,650,"1,999",67% off,Miss
BELLA BABY HAPPY DIAPERS - XL,737,739,Nan,BELLA
Pampers Pants Diapers Monthly Box Pack New - M,"1,679","2,099",20% off,Pampers
ae Silicone Baby fruit Feeder/BPA Free/Food Feeder/Sili...,228,566,59% off,ae Silicone
LuvLap Cotton Baby Sleeping Mat,200,299,33% off,LuvLap
Mamaearth India's First Organic Bamboo Based Baby Wipes...,224,249,10% off,Mamaearth
Pampers Baby-Dry Pants Diaper - M,873,"1,049",16% off,Pampers
Bambo Nature Tape Diapers 2-4 kgs - New Born,649,799,18% off,Bambo
Philips Avent NATURAL 2.0 BOTTLE 125ml Single - 125 ml,390,NaN,Nan,Philips
"AASA Baby Soft Powder Puff Box, Baby Powder Puff With C...",159,399,60% off,AASA
Honey Boo 3 in 1 Three Head Cartoon Printed Baby Steel ...,696,NaN,Nan,Honey
Pampers Premium Care Pant Diapers - S,799,NaN,Nan,Pampers
Pampers Baby-Dry Pants Diaper - L,891,"1,099",18% off,Pampers
