Product Name,Price,Original Prices,Discount rates,brand,Column1
Nilkamal Chester 23 Plastic Free Standing Cabinet,"1,990","2,280",12% off,,Nilkamal
DNS Metal Shoe Rack,"8,399","8,500",1% off,,DNS
Flipkart Perfect Homes Julian Engineered Wood 4 Door Wa...,"13,990","20,999",33% off,,Flipkart
Sauran TV Stand 26-55 inch Heavy TV Wall Mount for LCD/...,425,"1,550",72% off,,Sauran
HomeTown Alex Engineered Wood Queen Box Bed,"16,990","42,500",60% off,,HomeTown
Flipkart Perfect Homes Rhea 4 inch Single PU Foam Mattr...,"3,334","6,699",50% off,,Flipkart
DNS Metal Shoe Rack,"6,600","6,800",2% off,,DNS
"capital Ultra Slim LCD LED TVs Wall Mount Stand 14"" to ...",299,499,40% off,,capital
Springtek Dreamer Bonnell 6 inch Queen Bonnell Spring M...,"9,790","14,999",34% off,,Springtek
NapCloud SmartNap 4 inch King High Resilience (HR) Foam...,"9,749","12,999",25% off,,NapCloud
BROWNIE 72x48x4 4 inch Double Cotton Mattress,699,"1,199",41% off,,BROWNIE
CMerchants OPEN METAL SHELF-4RACKS STAND Metal Collapsi...,449,899,50% off,,CMerchants
Klaxon Plastic Shoe Stand,999,"1,999",50% off,,Klaxon
Sauran 15 - 42 inch LED LCD Television Wall Mount Brack...,235,890,73% off,,Sauran
Delite Kom 20 Inches wide Three Door Powder Coated Wall...,"4,190","4,909",14% off,,Delite
NapCloud ZipNap 6 inch Double Memory Foam Mattress,"11,249","14,999",25% off,,NapCloud
Patelraj For Childrens Study Table Wood Portable Laptop...,449,999,55% off,,Patelraj
Trendegic Folding Step Stool Medium Living & Bedroom St...,521,855,39% off,,Trendegic
Karmax Solid wood Stool,"1,299","2,499",48% off,,Karmax
NapCloud ZipNap 6 inch Single Memory Foam Mattress,"10,499","13,999",25% off,,NapCloud
FurnCentral Metal Shoe Stand,549,699,21% off,,FurnCentral
Apex Metal Collapsible Shoe Stand,"1,049","2,788",62% off,,Apex
MTS Hanging Home Size(102CmX51CmX51Cm) Cotton Swing,499,"1,250",60% off,,MTS
Skull Table TABLE MATE Wood Portable Laptop Table,"1,599","1,999",20% off,,Skull
RoyalOak Opel Engineered Wood King Hydraulic Bed,"27,790","55,550",49% off,,RoyalOak
NapCloud ZipNap Plus 8 inch Queen Memory Foam Mattress,"14,624","19,499",25% off,,NapCloud
Anything & Everything Wood Portable Laptop Table,"1,118","1,999",44% off,,Anything
Unique Gadget Metal Collapsible Shoe Stand,"1,099","2,000",45% off,,Unique
Ebee Engineered Wood Shoe Stand,"1,599","4,000",60% off,,Ebee
NapCloud ZipNap 6 inch King Memory Foam Mattress,"14,999","19,999",25% off,,NapCloud
FurnCentral PP (Polypropylene) Collapsible Wardrobe,"1,918","4,200",54% off,,FurnCentral
CMerchants BOOK SHELF-5RACK Metal Open Book Shelf,699,"1,799",61% off,,CMerchants
Kkriya Home Decor B1 Cotton Swing,"2,799","3,999",30% off,,Kkriya
Joyo Plastic Activity Table,698,"1,040",32% off,,Joyo
Supreme Jazz for Home & Garden Plastic Outdoor Table,775,NaN,Nan,,Supreme
NapCloud ZipNap Plus 8 inch King Memory Foam Mattress,"16,499","21,999",25% off,,NapCloud
DNS Metal Shoe Rack,"8,399","8,500",1% off,,DNS
Gkamp 18 Shelf Plastic Collapsible Shoe Stand,"3,599","5,100",29% off,,Gkamp
FurnCentral Micro Fiber Collapsible Wardrobe,899,"3,199",71% off,,FurnCentral
Flipkart Perfect Homes Rhea 4 inch Queen PU Foam Mattre...,"5,186","11,499",54% off,,Flipkart
Dozzer Adjustable Folding Plastic Portable Laptop Table,"1,190","2,599",54% off,,Dozzer
FurnCentral Fabric Shoe Stand,899,"1,999",55% off,,FurnCentral
Tender Care Kids Study Table Chair Set (Green) Metal De...,748,"1,499",50% off,,Tender
Flipkart Perfect Homes Studio Metal Collapsible Shoe St...,599,745,19% off,,Flipkart
Kurlon Dream Sleep 6 inch King Bonnell Spring Mattress,"17,876",NaN,Nan,,Kurlon
Flipkart Perfect Homes Rhea 4 inch Single PU Foam Mattr...,"3,334","6,699",50% off,,Flipkart
FurnCentral Fabric Shoe Stand,"1,199","3,199",62% off,,FurnCentral
Peps Springkoil Normal Top Blue 6 inch Single Bonnell S...,"6,890","8,448",18% off,,Peps
Smart Shelter Premium Floor Fixed TV Mount,"7,443","8,000",6% off,,Smart
NapCloud SmartNap 4 inch King High Resilience (HR) Foam...,"9,749","12,999",25% off,,NapCloud
Sasimo 1-Door 6-Shelf Fabric Metal Collapsible Shoe Sta...,999,"5,999",83% off,,Sasimo
CMerchants Classic-Brown01-Stand Metal Collapsible Shoe...,499,"1,999",75% off,,CMerchants
FurnCentral Fabric Shoe Stand,"1,599","3,299",51% off,,FurnCentral
Nilkamal FMDR1C Plastic Free Standing Cabinet,"5,790","5,880",1% off,,Nilkamal
FurnCentral Wood Portable Laptop Table,"1,599","3,999",60% off,,FurnCentral
NapCloud ZipNap 6 inch Double Memory Foam Mattress,"11,249","14,999",25% off,,NapCloud
Nightstar Foldable Pinakin Stool Living & Bedroom Stool,748,"1,500",50% off,,Nightstar
New kaptan Easy 4 Plastic Free Standing Chest of Drawer...,"1,199","1,499",20% off,,New
Zahab Hifi Grey 12x16 Surface Mounting Medicine Cabinet,981,"2,499",60% off,,Zahab
NapCloud ZipNap 6 inch Single Memory Foam Mattress,"10,499","13,999",25% off,,NapCloud
Bey Bee Metal Chair,629,699,10% off,,Bey
Flipkart Perfect Homes Engineered Wood TV Entertainment...,"8,790","10,540",16% off,,Flipkart
FurnCentral Metal Kitchen Cabinet,"1,149","1,499",23% off,,FurnCentral
Flipkart Perfect Homes Rhapsody Engineered Wood King Bo...,"16,490","16,660",1% off,,Flipkart
Tidyhomz Wood Portable Laptop Table,999,"1,300",23% off,,Tidyhomz
NapCloud ZipNap Plus 8 inch Queen Memory Foam Mattress,"14,624","19,499",25% off,,NapCloud
"ROQ Heavy Duty Single Arm LCD Monitor Stand 32 To 70"" 1...","2,323","5,999",61% off,,ROQ
Ebee Metal Collapsible Shoe Stand,725,"1,699",57% off,,Ebee
"Smart Shelter TV Mount for Samsung, VU, LG, SONY, Micro...",999,"1,699",41% off,,Smart
NapCloud ZipNap 6 inch King Memory Foam Mattress,"14,999","19,999",25% off,,NapCloud
Gkamp 12 Shelf Plastic Collapsible Shoe Stand,"2,699","4,000",32% off,,Gkamp
Flipkart Perfect Homes Fraser Solid Wood 4 Seater Dinin...,"12,990","17,399",25% off,,Flipkart
Flipkart Perfect Homes Iris Therapedic 6 inch Double Bo...,"8,990","14,999",40% off,,Flipkart
Karmax Solid wood Stool,"1,199","2,499",52% off,,Karmax
FurnCentral Canvas Swing,979,"1,399",30% off,,FurnCentral
NapCloud ZipNap Plus 8 inch King Memory Foam Mattress,"16,499","21,999",25% off,,NapCloud
Tender Care 6 Shelve Baby Almirah/Toy Box(Red) PVC Coll...,"1,225","1,999",38% off,,Tender
RKBeanbag XXL Bean Chair Cover  (Without Beans),699,"1,999",65% off,,RKBeanbag
VATSMART ADJUSTABLE SHOE RACK FOR HOME/KITCHEN etc Plas...,299,899,66% off,,VATSMART
Flipkart Perfect Homes Rhea 4 inch Queen PU Foam Mattre...,"5,186","11,499",54% off,,Flipkart
Flipkart Perfect Homes Studio Metal Kitchen Cabinet,999,"2,199",54% off,,Flipkart
Kurlon Kurlo bond 5 inch King Coir Mattress,"17,490","17,595",Nan,,Kurlon
Nakoda Plastic Free Standing Chest of Drawers,"3,799","4,499",15% off,,Nakoda
"Wudore Foldable,Adjustable(Black legs) Plastic Portable...","1,335","1,999",33% off,,Wudore
Snazzy Wood Portable Laptop Table,"1,199","1,999",40% off,,Snazzy
Flipkart Perfect Homes Rhea 4 inch Single PU Foam Mattr...,"3,334","6,699",50% off,,Flipkart
Vidisa Foldable Stool Portable Travel Chair Four-Leg St...,399,699,42% off,,Vidisa
Flipkart Perfect Homes PureWood Sheesham Coffee Table,"8,890","14,527",38% off,,Flipkart
Tajpur Traders Stainless Steel Kitchen Trolley Steel Ki...,219,799,72% off,,Tajpur
NapCloud SmartNap 4 inch King High Resilience (HR) Foam...,"9,749","12,999",25% off,,NapCloud
Ebee Metal Shoe Stand,799,"1,199",33% off,,Ebee
Intex 58924 Portable Pool,375,733,48% off,,Intex
"Gymfy COLLAPSIBLE SHOE STAND Plastic, Metal Collapsible...",599,"1,299",53% off,,Gymfy
Flipkart Perfect Homes Webster Engineered Wood TV Enter...,"13,490","20,499",34% off,,Flipkart
Valtos Engineered Wood TV Entertainment Unit,"5,990","12,000",50% off,,Valtos
NapCloud ZipNap 6 inch Double Memory Foam Mattress,"11,249","14,999",25% off,,NapCloud
Zahab Style Ivory Single Door Mirror Surface Mounting M...,854,"1,999",57% off,,Zahab
Joyful STUDIO 5 XL BLUE Plastic Free Standing Chest of ...,"1,699","2,625",35% off,,Joyful
Ebee Micro Fiber Collapsible Wardrobe,"1,199","2,000",40% off,,Ebee
NapCloud ZipNap 6 inch Single Memory Foam Mattress,"10,499","13,999",25% off,,NapCloud
FurnCentral 2 Door PP (Polypropylene) Collapsible Wardr...,"1,599","4,200",61% off,,FurnCentral
AVRO furniture 7756 Matt and Gloss Set Of 2 Chairs WITH...,"1,799","1,999",10% off,,AVRO
Nilkamal Beaumont Engineered Wood TV Entertainment Unit,"7,290","7,600",4% off,,Nilkamal
Flipkart Perfect Homes Waltz Engineered Wood King Box B...,"16,690","20,999",20% off,,Flipkart
FurnCentral Fabric Shoe Stand,799,"2,999",73% off,,FurnCentral
NapCloud ZipNap Plus 8 inch Queen Memory Foam Mattress,"14,624","19,499",25% off,,NapCloud
Impulse Stainless Steel News Paper Holder - Wall Hangin...,599,"1,299",53% off,,Impulse
Flipkart Perfect Homes Studio 2 Door 4 Shelf PP Collaps...,"1,349","2,999",55% off,,Flipkart
Fashion Bizz Royal Rajasthan Round Shape Wooden Stool/C...,999,"2,999",66% off,,Fashion
NapCloud ZipNap 6 inch King Memory Foam Mattress,"14,999","19,999",25% off,,NapCloud
Flipkart Perfect Homes Stemar Engineered Wood Shoe Rack,"3,990","4,999",20% off,,Flipkart
OMSAIFAB DREAM Airsofa PVC 3 Seater Inflatable Sofa,"3,299","6,999",52% off,,OMSAIFAB
FU4 HEAVY DUTY 498 DUAL ARM LCD MONITOR STAND 19 TO 42....,"1,099","1,599",31% off,,FU4
"FAH Puppy & Rabbit Cage | ""18 Inch"" Sky Blue | Easy to ...","1,150","1,899",39% off,,FAH
FurnCentral Fabric Shoe Stand,993,"3,199",68% off,,FurnCentral
NapCloud ZipNap Plus 8 inch King Memory Foam Mattress,"16,499","21,999",25% off,,NapCloud
Urbancart Multi Purpose 5-Tier Plastic Trolley Cart/Sto...,"2,199","2,999",26% off,,Urbancart
Tidyhomz Wood Portable Laptop Table,999,"1,300",23% off,,Tidyhomz
Flipkart Perfect Homes Engineered Wood Close Book Shelf,"7,090","9,999",29% off,,Flipkart
Flipkart Perfect Homes Rhea 4 inch Queen PU Foam Mattre...,"5,186","11,499",54% off,,Flipkart
DNS Metal Shoe Rack,"6,600","6,800",2% off,,DNS
KEEKOS Metal Collapsible Shoe Stand,"1,249","3,999",68% off,,KEEKOS
Bluwings Plastic shoe rack Plastic Collapsible Shoe Sta...,409,"1,427",71% off,,Bluwings
Smart Shelter Ss32fixedlcdmount Fixed TV Mount,443,550,19% off,,Smart
RoyalOak Mercy Glass Coffee Table,"7,190","14,500",50% off,,RoyalOak
Flipkart Perfect Homes Rhea 4 inch Single PU Foam Mattr...,"3,334","6,699",50% off,,Flipkart
Online World New High Quality Wrought Iron Coat Rack Ha...,890,"2,299",61% off,,Online
"Blendia Heavy Duty Dual Arm LCD Monitor Stand 17 to 37""...","1,099","1,999",45% off,,Blendia
Diva N Diya COLLAPSIBLE SHOE STAND Plastic Collapsible ...,899,"4,999",82% off,,Diva
NapCloud SmartNap 4 inch King High Resilience (HR) Foam...,"9,749","12,999",25% off,,NapCloud
Divinext Metal Collapsible Shoe Stand,"1,554","1,999",22% off,,Divinext
"Wudore Foldable,Adjustable(Black legs) Plastic Portable...","1,339","1,999",33% off,,Wudore
Flipzon Baby 6 Shelve Unbreakable Material PVC Collapsi...,"1,099","2,999",63% off,,Flipzon
SUGANDHA Folding mattress 2 inch Single Cotton Mattress,750,"1,199",37% off,,SUGANDHA
Demelza Heavy Wall Mount Stand for 17 32-inch LCD LED T...,379,999,62% off,,Demelza
NapCloud ZipNap 6 inch Double Memory Foam Mattress,"11,249","14,999",25% off,,NapCloud
TOPHAVEN Plastic Shoe Stand,"1,249","2,399",47% off,,TOPHAVEN
VSK XXL Tear Drop  (Without Beans),699,"1,999",65% off,,VSK
DD RETAIL Iron Portable Multipurpose 4.1ft PVC Collapsi...,"1,619","6,000",73% off,,DD
NapCloud ZipNap 6 inch Single Memory Foam Mattress,"10,499","13,999",25% off,,NapCloud
FurnCentral Micro Fiber Collapsible Wardrobe,899,"3,199",71% off,,FurnCentral
LipiWorld Wall Mount Bracket Support to Flat Panel LCD ...,299,599,50% off,,LipiWorld
Flipkart Perfect Homes Avalon Engineered Wood TV Entert...,"13,990","20,999",33% off,,Flipkart
DNS Metal Shoe Rack,"8,399","8,500",1% off,,DNS
Gunj Jumbo Bean Chair Cover  (Without Beans),"1,799","3,999",55% off,,Gunj
NapCloud ZipNap Plus 8 inch Queen Memory Foam Mattress,"14,624","19,499",25% off,,NapCloud
BLENDIA Wall Mount Stand for 14 inch to 32 inch LCD & L...,399,699,42% off,,BLENDIA
Homevilla Adjustable 3 Step Shoe Slotz Storage Organize...,509,999,49% off,,Homevilla
Corslet 15 Inch Folding Stool Plastic Foldable Space Sa...,685,"1,000",31% off,,Corslet
NapCloud ZipNap 6 inch King Memory Foam Mattress,"14,999","19,999",25% off,,NapCloud
Flipkart Perfect Homes Carol Engineered Wood King Bed,"11,890","16,999",30% off,,Flipkart
FurnCentral Fabric Shoe Stand,993,"3,199",68% off,,FurnCentral
RISSACHI Super Heavy Duty TV Wall Mount Bracket for 14 ...,749,"1,499",50% off,,RISSACHI
Home Edge Sheesham Wood Solid Wood Open Book Shelf,"15,290","26,499",42% off,,Home
Slim Shine Solid Wood Study Table,649,"1,399",53% off,,Slim
NapCloud ZipNap Plus 8 inch King Memory Foam Mattress,"16,499","21,999",25% off,,NapCloud
Impulse High Grade Metal Wall Mount Magazine Holder/New...,499,999,50% off,,Impulse
Corporate Overseas Metal Shoe Stand,"1,199","2,099",42% off,,Corporate
Patelraj Book shelf and Metal Collapsible Shoe Stand,449,"1,099",59% off,,Patelraj
Flipkart Perfect Homes Rhea 4 inch Queen PU Foam Mattre...,"5,186","11,499",54% off,,Flipkart
@home by Nilkamal Glenn Engineered Wood Computer Desk,"5,390","7,900",31% off,,@home
Mezire PP Collapsible Wardrobe,"1,437","1,999",28% off,,Mezire
Patelraj Metal Open Book Shelf,499,"1,599",68% off,,Patelraj
"Gymfy Plastic, Metal Collapsible Shoe Stand",899,"1,599",43% off,,Gymfy
"ReTrack Ultra Slim LCD LED TV Wall Mount Stand 14"" to 4...",329,499,34% off,,ReTrack
Flipkart Perfect Homes Rhea 4 inch Single PU Foam Mattr...,"3,334","6,699",50% off,,Flipkart
"Gymfy Plastic, Metal Collapsible Shoe Stand",899,"3,999",77% off,,Gymfy
FurnCentral Metal Shoe Stand,633,999,36% off,,FurnCentral
AVRO furniture 7756 Matt and Gloss Plastic Outdoor Chai...,"2,899","2,999",3% off,,AVRO
NapCloud SmartNap 4 inch King High Resilience (HR) Foam...,"9,749","12,999",25% off,,NapCloud
Style Spa Quadro Engineered Wood Free Standing Cabinet,"5,190","7,125",27% off,,Style
Flipkart Perfect Homes Webster Engineered Wood TV Enter...,"13,490","20,499",34% off,,Flipkart
DNS Metal Shoe Rack,"9,399","9,500",1% off,,DNS
Joyful Plastic Free Standing Chest of Drawers,"1,289","2,155",40% off,,Joyful
Apex Metal Collapsible Shoe Stand,"1,199","1,999",40% off,,Apex
NapCloud ZipNap 6 inch Double Memory Foam Mattress,"11,249","14,999",25% off,,NapCloud
TimberTaste Sheesham Wood Solid Wood Semi-Open Book She...,"13,690","19,798",30% off,,TimberTaste
SEASPIRIT portable shoe organizer stand for shoes plast...,"1,299","2,199",40% off,,SEASPIRIT
PARASNATH Mild Steel Red Cloth 4-5 Shelves Shoe Rack/Sh...,499,"1,499",66% off,,PARASNATH
NapCloud ZipNap 6 inch Single Memory Foam Mattress,"10,499","13,999",25% off,,NapCloud
FurnCentral 1 Door PP (Polypropylene) Collapsible Wardr...,"1,299","3,100",58% off,,FurnCentral
Flipkart Perfect Homes Songo Solid Wood Bedside Table,"3,790","6,799",44% off,,Flipkart
Continental 4+1+1 Layer Fancy PP Collapsible Wardrobe,"1,449","3,500",58% off,,Continental
MX 32- 60 inches Full Motion LED/LCD Wall Mount Bracket...,"4,499","6,225",27% off,,MX
FurnCentral Metal Shoe Stand,"1,399","2,499",44% off,,FurnCentral
NapCloud ZipNap Plus 8 inch Queen Memory Foam Mattress,"14,624","19,499",25% off,,NapCloud
@home by Nilkamal Jewel Solid Wood 4 Seater Dining Set,"13,590","30,000",54% off,,@home
"Meded Heavy Duty, Wall Mounted/ Floor Standing Steel Sh...","4,500","7,560",40% off,,Meded
Zuari by Forte Dublin Engineered Wood TV Entertainment ...,"11,990","23,198",48% off,,Zuari
NapCloud ZipNap 6 inch King Memory Foam Mattress,"14,999","19,999",25% off,,NapCloud
SleepX APT 6 inch King PU Foam Mattress,"13,190","13,998",5% off,,SleepX
FurnCentral Metal Shoe Stand,899,"1,199",25% off,,FurnCentral
SEASPIRIT Shoes Organizer Shoes Holder Plastic Shoe Sta...,"1,199","2,299",47% off,,SEASPIRIT
ReTrack 10Inch to 26Inch Metal 180 Degree Motion Rotati...,229,999,77% off,,ReTrack
TOPHAVEN Plastic Shoe Slots Organizer (set of -02) Plas...,889,"2,269",60% off,,TOPHAVEN
NapCloud ZipNap Plus 8 inch King Memory Foam Mattress,"16,499","21,999",25% off,,NapCloud
